,X,Y,Z,DBH
0,-8.612060399129932,-1.5190481933183024,-0.1730829295380918,0.23328448832035065
1,6.431871440670893,6.438000151958366,-0.1419527990708156,0.2285427302122116
2,0.8782837966836796,4.481748554822339,-0.202727927294182,0.2533795237541199
3,-9.102825561299943,-12.307637291558489,-0.09415042914332017,0.1743062436580658
4,5.802146517314647,-1.9165819095021221,-0.1693732177028031,0.20540820487997952
5,9.819033906028633,-10.886570484534221,-0.012859230391615073,0.1709614098072052
6,12.551264577135877,-8.552004745786869,0.027641329858666186,0.15502141416072845
7,-10.761665149374421,-7.523829988681551,-0.11651616455004121,0.1993289935305988
8,3.0378416908047723,3.0820273158448908,-0.19732304266797218,0.20177605748176575
9,2.783307235942796,-2.5151880269871776,-0.20267740014394797,0.23189137876033783
10,7.557019840685182,-7.313465482286546,-0.1059123880955215,0.18828131258487701
11,14.808734041313206,4.060485074778808,0.037467122487700344,0.2541137933731079
12,-11.168321183888155,0.22648831588266505,-0.12382704284988444,0.26141048845571446
13,14.122060182278432,7.743813567746707,0.03310729293237813,0.23861420154571533
14,3.1103151887705125,-7.075470546871196,-0.17112254874933863,0.18100720643997192
